,rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
9611,2245,2,3,8,0,54
9612,1450,2,11,7,0,58
9613,500,2,12,9,0,70
9614,1484,2,4,6,0,78
9615,2084,5,19,9,0,21
9616,2510,3,15,9,0,30
9617,979,2,8,5,0,77
9618,2518,0,5,5,0,71
9619,1346,2,9,7,0,57
9620,2053,5,8,6,0,49
9621,1443,2,8,8,0,47
9622,1927,5,19,8,0,21
9623,2424,1,15,8,0,35
9624,941,3,19,6,0,63
9625,1324,6,18,9,0,38
9626,1929,1,9,7,0,60
9627,3481,3,9,6,0,41
9628,1195,2,6,9,0,41
9629,3228,2,9,7,0,42
9630,3203,3,14,8,0,28
9631,1731,2,10,6,0,64
9632,1591,4,11,8,0,41
9633,1315,2,20,7,0,66
9634,1752,2,3,7,0,56
9635,815,3,14,9,0,38
9636,1746,1,0,8,0,68
9637,2847,3,9,7,0,34
9638,1372,2,5,9,0,52
9639,1631,2,9,9,0,57
9640,609,4,12,6,0,67
9641,2061,3,6,8,0,41
9642,1985,3,7,8,0,40
9643,1844,1,4,5,0,71
9644,1648,3,23,7,0,44
9645,1595,1,2,8,0,63
9646,2151,2,12,8,0,47
9647,1779,3,1,9,0,50
9648,2020,3,10,9,0,44
9649,1950,3,17,10,0,28
9650,2586,0,13,7,0,54
9651,2273,4,12,8,0,29
9652,1935,3,15,6,0,47
9653,2862,4,12,6,0,42
9654,2094,2,10,8,0,36
9655,2713,0,1,6,0,79
9656,2224,1,3,5,0,76
9657,510,4,11,6,0,65
9658,2713,6,21,8,0,9
9659,1894,2,15,8,0,41
9660,1763,4,6,8,0,40
9661,1996,2,10,7,0,51
9662,1558,3,19,9,0,48
9663,1958,4,16,9,0,24
9664,1385,2,11,8,0,45
9665,2691,3,7,8,0,32
9666,1720,1,10,7,0,58
9667,1532,3,15,9,0,50
9668,1152,1,8,5,0,68
9669,1988,2,12,7,0,47
9670,1930,0,3,5,1,91
9671,2071,4,15,8,0,34
9672,1080,2,9,6,0,71
9673,679,3,8,8,0,56
9674,2237,2,15,9,0,29
9675,2839,4,19,9,0,8
9676,1081,3,2,7,0,54
9677,2912,3,9,7,0,32
9678,1998,1,6,6,0,65
9679,1795,4,11,8,0,45
9680,1521,2,13,8,0,41
9681,830,1,1,6,0,83
9682,2491,4,17,9,0,27
9683,1257,2,6,6,0,70
9684,1254,2,6,7,0,72
9685,2494,5,16,9,0,28
9686,500,2,17,7,0,70
9687,733,0,10,7,0,77
9688,1787,3,11,6,0,53
9689,2005,5,10,8,0,34
9690,2139,3,11,7,0,58
9691,1588,2,7,8,0,54
9692,3571,5,6,10,0,0
9693,1640,7,17,10,0,2
9694,1638,6,20,9,0,20
9695,1242,6,13,9,0,24
9696,1886,0,16,7,0,62
9697,2230,4,10,9,0,34
9698,2642,0,3,4,0,66
9699,757,3,23,7,0,55
9700,1627,2,10,8,0,56
9701,2112,3,10,7,0,36
9702,2210,3,12,9,0,35
9703,1804,2,10,7,0,39
9704,2179,1,6,9,0,49
9705,1233,3,11,6,0,66
9706,2890,8,14,9,0,8
9707,2494,3,5,9,0,47
9708,858,2,7,9,0,50
9709,1047,1,4,7,0,66
9710,1067,4,12,8,0,40
9711,2274,3,8,7,0,31
9712,900,1,18,6,0,59
9713,1568,4,13,8,0,38
9714,2118,0,0,6,0,72
9715,1753,1,2,4,0,76
9716,1981,1,9,8,0,60
9717,1053,1,12,5,0,76
9718,2216,1,10,9,0,49
9719,1370,2,12,5,0,67
9720,1572,0,4,8,0,50
9721,1966,5,24,8,0,25
9722,1872,6,11,8,0,10
9723,1816,3,15,5,0,48
9724,1274,3,4,5,0,71
9725,1590,2,2,6,0,69
9726,1801,3,13,9,0,28
9727,837,4,16,6,0,58
9728,1476,2,6,8,0,48
9729,2071,1,14,8,0,54
9730,905,2,12,8,0,37
9731,2609,4,13,11,0,15
9732,2688,4,14,8,1,40
9733,928,2,11,7,1,68
9734,2750,1,4,5,0,63
9735,1699,2,18,7,0,59
9736,2092,4,16,7,0,31
9737,1452,1,8,5,0,70
9738,2446,2,15,9,0,34
9739,2084,1,17,7,0,43
9740,1230,0,12,7,0,53
9741,984,1,11,6,0,71
9742,777,3,8,7,0,51
9743,1931,5,10,11,0,12
9744,2200,1,0,8,0,55
9745,2255,3,12,7,0,50
9746,1717,3,11,9,0,50
9747,990,3,0,6,0,74
9748,1322,1,0,6,0,75
9749,2606,3,19,11,0,13
9750,1460,3,2,6,0,63
9751,1900,3,14,8,0,35
9752,1047,3,4,8,0,57
9753,2035,3,18,8,0,34
9754,1479,1,12,7,0,60
9755,2532,3,14,9,0,37
9756,2341,4,7,8,0,32
9757,1453,1,11,7,0,53
9758,1711,2,8,7,0,58
9759,1414,3,3,9,0,47
9760,806,3,9,6,0,62
9761,1199,5,9,8,0,50
9762,1938,5,9,8,0,42
9763,2027,4,13,8,0,26
9764,1903,3,4,5,0,75
9765,1588,3,18,8,0,35
9766,2453,2,14,9,0,20
9767,1844,3,10,7,0,49
9768,2292,4,20,8,0,25
9769,558,0,3,5,0,84
9770,500,1,10,6,0,69
9771,1998,6,16,10,0,15
9772,802,2,4,6,0,67
9773,1651,3,16,7,0,41
9774,1588,7,12,10,0,20
9775,2911,4,16,5,0,36
9776,2079,1,9,7,0,43
9777,1916,4,8,6,0,47
9778,2385,1,8,5,0,53
9779,2057,1,11,8,0,55
9780,1479,5,17,9,0,36
9781,2550,2,1,7,0,54
9782,1023,3,13,8,0,53
9783,2026,3,7,8,0,41
9784,716,1,2,5,0,86
9785,1942,2,9,7,0,52
9786,1935,3,6,8,0,39
9787,2973,0,7,6,0,60
9788,704,2,6,7,0,59
9789,1379,1,10,6,0,49
9790,2375,6,19,11,0,0
9791,2034,2,15,10,0,33
9792,1926,6,11,11,0,5
9793,1130,2,8,6,0,70
9794,1386,5,8,9,0,36
9795,2671,1,6,5,0,59
9796,1763,1,5,7,0,60
9797,2062,5,15,8,0,16
9798,1719,2,9,6,0,62
9799,971,2,10,7,0,65
9800,2453,3,15,7,0,39
9801,2152,2,14,5,0,55
9802,3413,2,7,7,0,48
9803,1089,2,0,8,0,62
9804,2375,2,15,8,0,31
9805,881,1,13,6,0,72
9806,1910,3,8,7,0,53
9807,2483,5,15,9,0,4
9808,500,1,17,8,0,74
9809,1656,2,18,10,0,37
9810,1405,0,2,7,1,77
9811,1308,3,9,6,0,49
9812,2069,4,4,5,0,28
9813,2584,4,10,9,0,38
9814,1706,3,8,7,0,43
9815,1943,6,2,11,0,8
9816,1880,1,14,5,0,64
9817,1801,2,17,6,0,59
9818,1037,3,17,7,0,64
9819,2575,4,17,8,0,31
9820,2006,5,5,6,0,42
9821,2076,2,19,7,0,46
9822,1235,1,9,6,0,68
9823,1478,1,11,7,0,82
9824,1676,4,18,9,0,25
9825,726,2,12,6,0,76
9826,618,1,17,8,0,54
9827,1379,1,5,8,0,67
9828,2165,2,17,8,0,45
9829,1342,3,4,9,0,51
9830,1086,3,13,5,0,69
9831,1229,2,7,8,0,51
9832,1481,2,11,6,0,69
9833,1552,3,17,9,0,36
9834,3315,4,18,10,0,1
9835,2538,4,12,11,0,17
9836,2517,4,6,10,0,30
9837,2618,3,5,6,0,37
9838,1100,2,16,8,0,29
9839,944,1,9,7,0,74
9840,1025,4,9,5,0,54
9841,2734,3,6,7,0,44
9842,1416,4,15,8,0,44
9843,924,3,20,6,0,53
9844,1498,1,8,6,0,65
9845,1632,3,16,9,0,24
9846,1987,3,6,8,0,45
9847,1975,3,15,8,0,41
9848,1220,3,19,6,0,44
9849,2279,5,10,8,0,36
9850,1352,4,16,8,0,44
9851,1690,3,12,10,0,34
9852,2280,4,12,7,0,33
9853,1350,4,5,9,0,36
9854,1401,5,8,8,0,16
9855,2214,2,12,6,0,62
9856,1199,2,9,10,0,38
9857,1530,5,15,10,0,21
9858,2189,4,19,8,0,27
9859,3237,4,5,9,0,15
9860,2223,1,16,7,0,57
9861,2130,1,3,7,0,56
9862,2171,2,9,9,0,36
9863,1048,4,10,5,0,56
9864,1880,2,5,7,0,54
9865,1779,4,22,9,0,25
9866,2025,0,8,8,0,66
9867,1881,3,19,8,0,30
9868,2065,2,5,6,0,65
9869,1581,2,10,8,0,42
9870,1841,0,1,4,0,86
9871,940,3,3,5,0,77
9872,1576,2,12,6,0,63
9873,2773,4,13,8,0,26
9874,2023,3,15,8,0,33
9875,1785,1,21,8,0,50
9876,3127,3,5,8,0,34
9877,847,3,9,8,0,48
9878,1023,2,13,8,0,62
9879,2998,3,7,10,0,19
9880,1832,4,14,8,0,29
9881,1630,2,7,8,0,65
9882,960,3,9,10,0,52
9883,2113,3,6,9,0,53
9884,2181,3,13,7,0,45
9885,1033,1,10,5,0,82
9886,1701,3,10,9,0,31
9887,1565,1,12,7,0,63
9888,1979,1,6,7,0,63
9889,1016,2,22,11,0,35
9890,2676,4,17,8,0,24
9891,2441,4,17,7,0,34
9892,1545,4,5,7,0,51
9893,1648,3,11,9,0,41
9894,1704,1,5,5,0,57
9895,1255,3,9,6,0,57
9896,1489,3,13,7,1,62
9897,1610,2,9,8,0,52
9898,2929,3,10,8,0,32
9899,2462,0,14,7,1,66
9900,2454,6,11,13,0,10
9901,2058,3,11,8,0,45
9902,1017,1,5,5,1,91
9903,1770,2,6,8,0,55
9904,2479,8,16,11,0,0
9905,919,2,16,8,0,47
9906,2245,3,5,7,0,40
9907,3425,4,11,8,0,15
9908,2543,1,9,7,0,62
9909,2789,6,7,8,0,27
9910,1952,2,6,8,0,55
9911,2477,2,14,8,0,38
9912,1297,3,13,8,0,50
9913,2357,3,13,7,0,50
9914,2258,3,13,8,0,45
9915,2002,2,20,9,0,26
9916,2721,5,14,8,0,26
9917,1422,4,7,8,0,49
9918,1669,3,5,7,0,59
9919,1866,3,10,8,0,46
9920,1079,2,8,8,0,51
9921,1958,3,8,8,0,31
9922,596,1,13,8,0,55
9923,2532,1,16,11,0,19
9924,1832,6,14,10,0,28
9925,1435,0,2,6,0,74
9926,1215,5,16,9,0,27
9927,1635,3,10,8,0,52
9928,2281,2,9,8,0,63
9929,2183,3,9,10,0,40
9930,1306,3,8,6,0,56
9931,1207,4,5,8,0,45
9932,2259,6,14,10,0,12
9933,1294,3,10,7,0,55
9934,1841,1,5,7,0,62
9935,1886,5,6,10,0,28
9936,2018,1,12,5,0,63
9937,2400,1,2,5,0,69
9938,915,3,11,7,0,44
9939,500,2,12,7,0,69
9940,1402,2,2,7,0,68
9941,3061,4,10,8,0,33
9942,3215,4,17,8,0,17
9943,3081,2,8,7,0,37
9944,1664,2,0,6,0,56
9945,552,2,13,8,0,53
9946,500,2,8,7,0,62
9947,1370,2,9,7,0,61
9948,1661,3,10,8,0,43
9949,2710,1,13,8,0,43
9950,2407,4,19,9,0,20
9951,1959,4,21,10,0,11
9952,1177,2,17,7,0,63
9953,1127,2,9,4,0,67
9954,1977,2,11,7,0,48
9955,2287,1,0,5,0,51
9956,2074,8,21,11,0,0
9957,1075,4,10,7,0,57
9958,2255,2,2,8,0,41
9959,2098,3,18,9,0,29
9960,1050,2,14,9,0,57
9961,1250,1,16,8,0,62
9962,2281,2,7,8,0,34
9963,1635,0,0,5,0,82
9964,2912,6,22,12,0,0
9965,2150,2,7,7,0,47
9966,1459,0,7,6,0,71
9967,1792,2,17,10,0,32
9968,1844,6,9,9,0,18
9969,1290,2,8,8,0,69
9970,1161,0,3,5,0,84
9971,2290,3,11,8,0,42
9972,2391,1,8,8,0,56
9973,2222,0,3,8,0,61
9974,2860,8,16,10,0,0
9975,1420,4,15,9,0,32
9976,2971,1,12,7,0,51
9977,1169,4,14,8,0,33
9978,1091,4,14,9,0,27
9979,568,4,5,7,0,64
9980,1487,2,16,8,0,48
9981,1447,3,13,8,0,47
9982,2168,1,15,7,0,58
9983,1970,2,12,9,0,45
9984,964,3,16,8,0,48
9985,1525,3,6,7,0,70
9986,1539,2,25,9,0,38
9987,556,4,14,6,0,56
9988,1113,2,15,8,0,53
9989,1260,1,12,7,0,60
9990,2803,6,11,10,0,18
9991,1934,2,6,6,0,60
9992,2263,2,10,6,0,47
9993,750,4,7,8,0,49
9994,2635,1,18,8,0,34
9995,2710,1,11,7,0,54
9996,500,1,15,6,0,70
9997,1306,4,16,9,0,34
9998,2147,4,7,8,0,38
9999,2251,1,11,5,0,63
10000,1325,0,12,7,0,71
10001,1586,5,14,7,0,39
10002,1381,5,9,9,0,41
10003,1877,2,8,6,0,55
10004,2638,2,12,8,0,32
10005,1260,5,18,9,0,30
10006,2500,2,4,8,0,55
10007,1252,2,7,7,0,52
10008,1206,1,13,5,0,77
10009,2373,2,4,8,0,42
10010,2445,2,9,7,0,51
10011,2395,2,9,7,0,36
10012,878,1,13,6,0,78
10013,1473,4,14,8,0,53
10014,2376,7,15,10,0,0
10015,1829,4,13,10,0,24
10016,1048,2,11,8,0,60
10017,2120,2,11,8,0,49
10018,1299,2,15,8,0,57
10019,3056,4,16,8,0,13
10020,2881,4,13,10,0,22
10021,2222,2,15,11,0,27
10022,2752,3,22,8,0,37
10023,1845,3,16,10,0,38
10024,2335,2,8,9,0,38
10025,2834,4,5,9,0,27
10026,1971,1,6,7,0,64
10027,1621,0,8,6,0,72
10028,606,0,19,6,0,84
10029,1741,1,7,7,0,66
10030,2376,1,17,9,0,41
10031,2461,3,13,7,0,43
10032,2153,1,6,7,0,65
10033,1421,1,3,5,0,75
10034,500,2,9,7,0,71
10035,1453,2,6,8,0,46
10036,1586,2,6,6,0,70
10037,1580,2,3,3,0,86
10038,2232,6,12,11,0,8
10039,3189,4,8,8,0,21
10040,1886,1,8,8,0,54
10041,1648,4,12,7,0,53
10042,1618,2,6,7,0,53
10043,1887,4,10,9,0,27
10044,1220,2,9,6,0,60
10045,1884,3,14,10,0,38
10046,2115,0,12,5,1,79
10047,1946,3,10,10,0,31
10048,2120,3,11,8,0,39
10049,2103,3,6,6,0,45
10050,559,0,7,7,0,69
10051,2245,2,4,4,0,73
10052,1330,3,14,7,0,55
10053,1032,4,6,6,0,63
10054,1026,1,10,7,0,54
10055,2103,0,5,4,0,87
10056,1644,2,22,6,0,46
10057,622,3,14,7,0,58
10058,2134,6,18,9,0,16
10059,792,2,9,7,0,71
10060,1897,3,17,9,0,31
10061,1966,2,11,6,0,60
10062,2419,1,6,6,0,60
10063,3047,6,18,10,0,10
10064,844,2,10,7,0,60
10065,1763,2,2,6,0,62
10066,1606,1,4,7,0,59
10067,2103,2,16,8,0,41
10068,1950,3,10,8,0,39
10069,1553,1,13,8,0,61
10070,1491,4,6,6,0,59
10071,1018,0,13,7,0,66
10072,2491,5,4,10,0,15
10073,2121,3,3,8,0,62
10074,2442,7,8,10,0,21
10075,1582,2,11,7,0,45
10076,1340,2,11,8,0,48
10077,1045,3,7,8,0,56
10078,2051,2,1,8,0,55
10079,1072,2,16,9,0,51
10080,3094,3,13,8,0,16
10081,884,1,11,6,0,90
10082,1991,1,10,7,0,52
10083,2896,2,3,9,0,38
10084,2219,2,8,9,0,32
10085,1922,1,6,6,0,65
10086,1122,5,9,9,0,48
10087,832,1,4,4,0,78
10088,2339,1,9,7,0,48
10089,2854,5,17,12,0,4
10090,1492,2,9,7,0,58
10091,1002,1,12,7,0,65
10092,500,1,14,5,0,89
10093,1113,4,15,10,0,35
10094,1720,5,18,8,0,26
10095,2919,2,4,8,0,35
10096,2271,4,10,8,0,35
10097,2013,3,3,6,0,50
10098,1519,1,7,5,0,67
10099,1391,1,0,7,0,70
10100,2783,2,13,8,0,35
10101,1940,3,15,8,0,51
10102,500,3,6,8,0,57
10103,1328,9,19,11,0,5
10104,1199,2,14,8,0,59
10105,1417,3,13,8,0,56
10106,2194,2,4,7,0,55
10107,1724,0,7,8,0,64
10108,1746,7,20,9,0,12
10109,2719,0,0,8,0,47
10110,1312,3,7,6,0,66
10111,3104,3,13,8,0,26
10112,1330,4,15,8,0,43
10113,1862,3,11,7,0,45
10114,1603,1,9,7,0,62
10115,1886,3,8,7,0,44
10116,2111,3,9,6,0,57
10117,2103,4,2,7,0,60
10118,1272,1,8,7,0,55
10119,1013,3,16,7,0,55
10120,3552,3,15,9,0,19
10121,1461,3,15,6,0,60
10122,2289,3,7,7,0,40
10123,674,1,11,5,0,84
10124,1604,5,8,9,0,31
10125,1710,4,14,7,0,41
10126,2130,4,7,8,0,36
10127,500,0,0,7,0,86
10128,1916,0,0,4,0,97
10129,995,2,15,6,0,62
10130,2027,4,17,7,0,29
10131,1074,1,8,6,0,61
10132,1201,1,2,5,0,76
10133,1608,2,4,6,0,60
10134,1063,0,4,7,0,66
10135,1467,3,18,9,0,37
10136,964,1,6,4,0,82
10137,516,4,12,7,1,69
10138,2512,4,17,9,0,28
10139,892,2,7,7,0,70
10140,1674,5,14,8,0,28
10141,2327,1,12,7,0,58
10142,1369,2,12,8,0,45
10143,1222,2,13,6,0,59
10144,1958,1,10,7,0,50
10145,2582,3,8,9,0,27
10146,981,6,17,9,0,29
10147,1694,5,14,8,0,23
10148,587,1,5,5,0,89
10149,1524,4,7,7,0,33
10150,1823,4,10,9,0,23
10151,1201,4,16,8,0,55
10152,1480,3,11,9,0,45
10153,814,3,17,5,0,64
10154,1853,1,8,7,0,67
10155,2538,1,4,7,0,54
10156,1031,0,7,4,0,88
10157,1364,3,16,6,0,41
10158,2151,3,17,7,0,51
10159,2648,1,2,7,0,47
10160,754,2,10,8,0,60
10161,1681,1,11,6,0,50
10162,1998,3,1,8,0,45
10163,1728,3,22,8,0,39
10164,500,3,3,7,0,74
10165,2150,4,4,10,0,33
10166,2863,4,7,8,0,27
10167,1881,6,14,7,0,34
10168,1078,0,0,5,0,94
10169,1440,3,9,6,0,54
10170,3038,2,0,7,0,57
10171,2436,3,8,9,1,45
10172,2248,3,12,7,0,48
10173,2049,3,16,7,0,31
10174,1337,2,1,7,0,62
10175,1659,5,6,7,0,48
10176,1745,1,7,7,0,67
10177,2184,3,15,6,0,42
10178,2856,2,16,9,1,42
10179,2582,2,10,8,0,39
10180,806,1,3,7,1,94
10181,1956,4,8,10,0,28
10182,2315,1,1,6,0,73
10183,2233,2,15,6,0,63
10184,1359,0,8,6,0,74
10185,3839,6,21,10,0,0
10186,906,4,8,7,0,43
10187,1041,1,3,5,0,76
10188,1963,1,14,9,0,39
10189,3281,3,9,8,0,28
10190,1214,0,5,7,0,73
10191,1613,3,18,8,0,32
10192,2554,3,12,7,0,30
10193,1787,1,14,4,0,68
10194,1565,1,11,6,0,53
10195,2195,4,16,7,0,34
10196,1990,1,15,6,0,54
10197,2521,4,7,10,0,27
10198,2704,1,13,7,0,54
10199,2014,7,24,10,0,6
10200,2004,4,9,10,0,23
10201,1949,0,4,5,0,78
10202,2142,7,26,12,0,2
10203,1838,4,10,8,0,49
10204,1799,4,14,7,0,34
10205,2637,3,3,9,0,28
10206,2861,8,19,10,0,0
10207,744,1,7,4,0,79
10208,1807,2,12,8,0,44
10209,1317,4,12,6,0,56
10210,1582,5,18,9,0,19
10211,2081,2,14,7,0,47
10212,2268,5,14,8,0,23
10213,1721,5,10,7,0,32
10214,500,5,4,8,0,74
10215,1124,1,7,7,0,69
10216,2427,2,13,6,0,56
10217,500,0,7,4,0,97
10218,2631,3,12,9,0,35
10219,2164,1,8,6,0,52
10220,2721,3,1,8,0,34
10221,1661,3,11,8,0,50
10222,500,3,11,7,0,59
10223,2101,0,6,5,0,76
10224,2692,2,11,6,0,45
10225,2447,4,4,7,0,50
10226,1336,3,5,8,0,46
10227,1860,3,13,8,0,45
10228,1427,4,12,7,0,49
10229,1226,2,17,7,0,58
10230,2468,6,18,11,0,0
10231,961,6,22,8,0,27
10232,1174,5,20,8,0,46
10233,1027,4,14,7,0,58
10234,756,0,14,6,1,86
10235,1902,0,2,5,0,80
10236,2613,4,15,8,0,26
10237,1670,3,6,8,0,43
10238,745,2,18,6,0,44
10239,2387,3,11,6,0,53
10240,2979,5,13,10,0,19
10241,1347,4,8,9,0,36
10242,1465,4,0,10,0,21
10243,2160,2,10,7,1,67
10244,2935,0,2,7,0,69
10245,1436,2,21,6,0,64
10246,867,3,11,9,0,53
10247,2241,2,15,7,0,37
10248,2359,4,19,8,0,32
10249,1804,3,19,10,0,19
10250,1409,2,17,6,0,62
10251,2496,0,13,7,0,54
10252,2169,3,12,6,0,51
10253,1262,4,5,8,0,48
10254,1834,2,8,6,0,65
10255,853,0,6,3,0,99
10256,2280,4,14,8,1,39
10257,1616,3,20,10,1,39
10258,1495,2,11,8,0,55
10259,1776,4,11,9,0,25
10260,1828,4,13,8,0,41
10261,2426,2,3,7,0,51
10262,2213,2,13,8,0,50
10263,1690,2,5,4,0,74
10264,2334,6,16,10,0,21
10265,2080,4,8,8,0,34
10266,1501,3,12,7,0,56
10267,1712,3,12,7,0,40
10268,1696,1,13,8,0,38
10269,2153,3,14,5,0,44
10270,1543,3,16,7,0,54
10271,1526,0,8,6,0,86
10272,3178,3,7,9,0,33
10273,2457,1,6,7,0,52
10274,1267,2,11,6,0,67
10275,2199,1,14,8,0,52
10276,1882,1,11,5,0,78
10277,2074,1,14,7,1,65
10278,1896,3,14,6,0,35
10279,2632,3,11,6,0,39
10280,2041,1,10,9,0,45
10281,1756,4,14,8,0,35
10282,2529,4,14,8,0,11
10283,1963,4,15,10,0,24
10284,1885,1,8,6,0,63
10285,2019,5,15,9,0,25
10286,1734,2,10,8,0,53
10287,1806,4,20,9,0,28
10288,1389,3,7,9,0,37
10289,1274,3,7,5,0,72
10290,1101,3,8,9,0,48
10291,825,2,6,5,0,73
10292,1184,2,8,8,0,45
10293,1678,2,4,6,0,57
10294,1872,2,15,7,0,59
10295,1610,0,9,5,0,86
10296,500,3,13,8,0,64
10297,2902,4,8,10,0,21
10298,2560,1,10,7,0,46
10299,2112,1,10,6,0,46
10300,3135,5,1,9,0,9
10301,1115,1,2,6,0,76
10302,3121,5,10,10,0,22
10303,1124,1,12,6,0,68
10304,1967,1,7,6,0,69
10305,908,5,18,10,0,32
10306,1810,2,13,8,0,60
10307,2070,2,1,10,0,49
10308,1691,6,18,9,0,26
10309,2299,0,4,7,0,68
10310,1869,3,14,8,0,29
10311,1434,2,2,6,0,74
10312,1403,2,6,7,0,64
10313,2367,3,5,9,0,39
10314,1342,2,10,4,0,88
10315,2440,3,15,7,1,55
10316,2655,6,9,10,0,16
10317,631,3,15,5,0,63
10318,2593,1,8,6,1,66
10319,3242,2,19,8,0,29
10320,1976,2,10,8,0,48
10321,2219,5,8,10,0,21
10322,2525,2,14,6,0,38
10323,1607,2,6,7,0,50
10324,1927,2,5,6,0,54
10325,880,3,9,7,0,42
10326,1897,1,7,6,0,52
10327,2148,0,8,7,0,58
10328,2161,2,5,7,0,55
10329,2545,2,7,9,0,36
10330,1257,2,7,5,0,62
10331,1427,5,15,10,0,27
10332,3126,4,7,9,0,27
10333,1694,0,0,5,0,82
10334,1940,4,7,9,0,35
10335,1753,4,10,7,0,48
10336,1224,2,12,9,0,37
10337,2936,4,17,8,0,16
10338,1430,1,3,3,0,79
10339,1010,5,6,8,0,51
10340,1484,2,9,7,0,58
10341,500,2,6,6,0,74
10342,1344,5,11,10,0,33
10343,1122,3,18,8,0,40
10344,2232,1,2,7,0,53
10345,1328,6,14,10,0,21
10346,2421,1,11,8,0,52
10347,2778,4,8,11,0,13
10348,2346,1,14,8,0,38
10349,1649,3,19,7,0,53
10350,1898,3,10,6,0,43
10351,732,2,18,6,0,67
10352,1706,4,13,7,0,51
10353,1197,4,7,7,0,47
10354,2286,2,14,6,0,59
10355,3600,1,4,5,0,69
10356,2149,5,7,7,0,31
10357,500,2,14,7,0,55
10358,1547,3,7,7,0,42
10359,1885,3,20,9,0,29
10360,1861,3,3,7,0,43
10361,1288,1,14,7,0,62
10362,1971,6,14,8,0,29
10363,930,2,0,6,0,76
10364,1138,1,14,8,0,63
10365,2252,1,4,7,0,56
10366,1089,2,0,4,0,87
10367,2176,2,19,9,0,40
10368,841,5,18,9,0,35
10369,3035,4,11,9,0,25
10370,1258,5,20,8,0,33
10371,1643,4,13,9,0,33
10372,2031,5,14,10,0,19
10373,1404,2,18,11,0,33
10374,1900,4,14,8,0,26
10375,2202,1,14,10,0,35
10376,2472,3,9,9,0,35
10377,2354,3,5,7,0,37
10378,1679,3,10,7,0,44
10379,1697,2,13,7,0,55
10380,3444,5,21,8,0,5
10381,2464,2,11,6,0,54
10382,1154,0,18,6,0,84
10383,1869,3,8,5,0,58
10384,1565,6,10,7,0,28
10385,1705,5,14,11,0,23
10386,939,2,11,8,0,57
10387,1511,6,13,9,0,32
10388,3068,2,8,7,0,36
10389,2205,5,10,10,0,21
10390,500,2,14,6,0,85
10391,2651,3,12,9,0,30
10392,2562,2,12,5,0,50
10393,1548,3,0,7,0,45
10394,2302,1,15,8,0,40
10395,1198,2,6,7,0,55
10396,1470,1,15,7,0,60
10397,2848,5,8,9,0,36
10398,1609,4,6,8,0,54
10399,500,2,8,5,0,78
10400,1755,1,11,8,0,61
10401,1744,2,16,5,0,62
10402,2638,5,13,8,0,37
10403,1810,0,4,5,0,78
10404,1504,2,16,8,0,48
10405,2531,1,7,4,0,61
10406,1884,1,8,7,0,62
10407,1274,1,13,7,0,71
10408,2608,3,14,8,0,25
10409,1935,2,13,8,0,48
10410,1802,1,14,9,0,49
10411,1924,2,5,8,0,45
10412,1050,2,11,7,0,63
10413,1430,4,8,9,0,44
10414,1802,4,9,7,0,56
10415,1663,1,13,8,0,60
10416,2690,2,15,8,0,27
10417,1952,3,23,8,0,35
10418,2398,1,9,7,0,52
10419,1806,1,2,6,0,74
10420,2539,4,17,10,0,32
10421,2078,2,6,8,0,45
10422,1809,6,12,9,0,14
10423,1790,1,13,5,0,57
10424,1131,3,11,8,0,54
10425,2154,1,11,7,0,53
10426,1771,1,9,9,0,51
10427,1448,2,14,6,0,61
10428,2574,2,9,6,0,49
10429,924,4,6,7,0,61
10430,1504,2,15,5,0,66
10431,2519,5,11,9,0,25
10432,2020,6,17,12,0,0
10433,1766,1,11,6,0,56
10434,1975,5,13,9,0,26
10435,1925,0,8,7,0,74
10436,738,2,10,8,0,59
10437,1555,1,0,5,0,78
10438,2931,4,13,7,0,38
10439,1338,2,12,8,0,40
10440,1577,5,19,11,0,12
10441,1420,2,3,7,0,67
10442,1739,2,12,7,0,57
10443,1391,6,9,8,0,41
10444,2140,6,21,10,0,8
10445,1938,3,9,7,0,39
10446,2341,2,14,10,0,38
10447,1064,3,18,8,0,41
10448,1561,1,8,7,0,67
10449,1641,1,6,6,0,63
10450,2118,4,11,7,0,47
10451,1244,5,20,6,0,31
10452,2440,3,15,7,0,32
10453,2630,2,14,9,0,32
10454,1107,2,18,6,0,72
10455,1456,3,11,5,0,50
10456,1427,5,14,7,0,47
10457,3642,6,18,7,0,12
10458,1499,4,5,9,0,28
10459,2974,4,18,9,0,18
10460,913,0,4,6,0,87
10461,1107,7,17,8,0,31
10462,1319,0,11,6,0,73
10463,1208,3,8,8,0,47
10464,1612,1,4,7,0,69
10465,1303,2,10,6,0,56
10466,1226,1,12,5,1,86
10467,2610,3,15,8,0,40
10468,2656,2,11,7,1,55
10469,2464,2,5,8,0,41
10470,2166,4,7,8,0,39
10471,1864,4,16,9,0,24
10472,1452,3,12,6,0,47
10473,1132,0,12,5,0,82
10474,2054,1,8,5,0,69
10475,978,0,7,6,0,72
10476,1104,0,9,6,0,76
10477,2607,4,19,8,0,34
10478,3130,4,16,8,0,10
10479,2075,2,6,9,0,41
10480,2574,1,9,6,0,61
10481,1627,1,12,8,0,63
10482,863,2,16,5,0,72
10483,2228,2,24,8,0,36
10484,2198,0,3,5,0,78
10485,1850,3,15,9,0,27
10486,1630,3,16,9,0,30
10487,2473,3,14,6,0,44
10488,1109,3,12,6,0,46
